,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_P_Onsets,ECG_T_Offsets,ECG_Start,ECG_Stop,ECG_R_Peaks
137,"[180, 590, 1018, 1464, 1887, 2308, 2740, 3173, 3584, 3995, 4426, 4859]","[227, 637, 1070, 1516, 1942, 2359, 2791, 3224, 3637, 4048, 4473, 4915]","[262, 663, 1103, 1549, 1968, 2387, 2821, 3257, 3670, 4081, 4510, nan]","[371, 778, 1212, 1656, 2079, 2499, 2936, 3364, 3778, 4191, 4613, nan]","[125, 552, 975, 1411, 1877, 2284, 2665, 3141, 3547, 3969, 4359, 4832]","[405, 819, 1244, 1686, 2124, 2531, 2957, 3399, 3809, 4218, 4646, nan]","[75, 502, 925, 1361, 1827, 2234, 2615, 3091, 3497, 3919, 4309, 4782]","[455.0, 869.0, 1294.0, 1736.0, 2174.0, 2581.0, 3007.0, 3449.0, 3859.0, 4268.0, 4696.0, nan]","[244, 651, 1085, 1530, 1956, 2375, 2805, 3239, 3651, 4063, 4490, 4931]"
138,"[254, 563, 895, 1244, 1634, 2063, 2414, 2649, 2907, 3305, 3690, 4077, 4373, 4815]","[313, 622, 951, 1306, 1695, 2115, 2540, 2763, 2967, 3365, 3751, 4136, 4508, 4872]","[328, 637, 965, 1314, 1709, 2125, 2551, 2780, 2979, 3378, 3763, 4148, 4522, 4885]","[429, 756, 1072, 1434, 1828, 2242, 2649, 2972, 3089, 3491, 3879, 4256, 4631, 4887]","[232, 498, 870, 1158, 1608, 2016, 2404, 2638, 2859, 3294, 3676, 4065, 4363, 4749]","[461, 787, 1103, 1463, 1841, 2319, 2702, 2986, 3180, 3570, 3963, 4296, 4665, 4982]","[182, 448, 820, 1108, 1558, 1966, 2354, 2588, 2809, 3244, 3626, 4015, 4313, 4699]","[511, 837, 1153, 1513, 1891, 2369, 2752, 3036, 3230, 3620, 4013, 4346, 4715, 5032]","[321, 632, 959, 1311, 1703, 2122, 2545, 2766, 2972, 3372, 3757, 4142, 4515, 4880]"
139,"[238, 688, 1143, 1574, 2013, 2470, 2921, 3358, 3805, 4258, 4698]","[256, 723, 1191, 1608, 2061, 2518, 2970, 3402, 3853, 4284, 4728]","[306, 753, 1217, 1632, 2089, 2543, 2994, 3425, 3881, 4324, 4764]","[439, 882, 1350, 1760, 2220, 2674, 3130, 3555, 4012, 4461, 4893]","[212, 618, 1130, 1498, 2002, 2393, 2900, 3290, 3777, 4244, 4668]","[461, 914, 1374, 1790, 2248, 2706, 3155, 3589, 4036, 4484, 4920]","[162, 568, 1080, 1448, 1952, 2343, 2850, 3240, 3727, 4194, 4618]","[511, 964, 1424, 1840, 2298, 2756, 3205, 3639, 4086, 4534, 4970]","[292, 742, 1205, 1621, 2074, 2531, 2984, 3414, 3868, 4315, 4752]"
140,"[388, 881, 1351, 1809, 2276, 2733, 3216, 3687, 4159, 4629]","[437, 941, 1390, 1849, 2325, 2800, 3269, 3744, 4215, 4669]","[470, 964, 1442, 1896, 2357, 2825, 3298, 3774, 4247, 4704]","[601, 1088, 1569, 2025, 2494, 2958, 3429, 3909, 4380, 4841]","[369, 821, 1320, 1762, 2206, 2698, 3151, 3647, 4149, 4554]","[677, 1139, 1615, 2066, 2515, 3010, 3463, 3946, 4410, 4870]","[319, 771, 1270, 1712, 2156, 2648, 3101, 3597, 4099, 4504]","[727, 1189, 1665, 2116, 2565, 3060, 3513, 3996, 4460, 4920]","[459, 954, 1432, 1885, 2345, 2813, 3288, 3763, 4236, 4693]"
141,"[211, 576, 963, 1341, 1729, 2116, 2481, 2829, 3162, 3494, 3853, 4252, 4660]","[240, 591, 992, 1361, 1761, 2136, 2517, 2860, 3193, 3523, 3871, 4281, 4687]","[267, 633, 1021, 1401, 1789, 2171, 2537, 2887, 3223, 3555, 3913, 4309, 4719]","[373, 736, 1126, 1508, 1895, 2277, 2643, 2992, 3326, 3657, 4017, 4416, 4824]","[199, 560, 951, 1302, 1719, 2103, 2463, 2812, 3150, 3481, 3837, 4241, 4647]","[400, 767, 1157, 1536, 1925, 2307, 2672, 3020, 3362, 3692, 4045, 4443, 4854]","[149, 510, 901, 1252, 1669, 2053, 2413, 2762, 3100, 3431, 3787, 4191, 4597]","[450, 817, 1207, 1586, 1975, 2357, 2722, 3070, 3412, 3742, 4095, 4493, 4904]","[258, 623, 1011, 1391, 1779, 2161, 2528, 2878, 3214, 3546, 3903, 4300, 4709]"
142,"[256, 620, 979, 1344, 1703, 2065, 2431, 2819, 3309, 3750, 4183, 4613, 4881]","[299, 649, 1035, 1399, 1758, 2118, 2491, 2872, 3359, 3798, 4230, 4663, 4926]","[332, 692, 1057, 1421, 1793, 2142, 2521, 2896, 3382, 3834, 4258, 4684, 4942]","[458, 819, 1172, 1535, 1899, 2258, 2629, 3008, 3494, 3936, 4375, 4806, 4944]","[216, 584, 960, 1327, 1676, 2047, 2412, 2804, 3279, 3725, 4171, 4598, 4842]","[488, 846, 1213, 1584, 1929, 2306, 2638, 3047, 3538, 3981, 4406, 4842, 4986]","[166, 534, 910, 1277, 1626, 1997, 2362, 2754, 3229, 3675, 4121, 4548, 4792]","[538, 896, 1263, 1634, 1979, 2356, 2688, 3097, 3588, 4031, 4456, 4892, 5036]","[327, 687, 1052, 1417, 1776, 2138, 2504, 2891, 3377, 3819, 4253, 4679, 4937]"
143,"[172, 602, 1011, 1401, 1789, 2178, 2576, 2993, 3428, 3874, 4322, 4764]","[221, 653, 1037, 1455, 1836, 2227, 2631, 3010, 3475, 3921, 4371, 4819]","[246, 683, 1093, 1482, 1863, 2253, 2659, 3068, 3504, 3950, 4396, 4844]","[342, 793, 1190, 1573, 1967, 2360, 2759, 3178, 3605, 4047, 4495, nan]","[158, 594, 1001, 1393, 1773, 2168, 2549, 2976, 3394, 3859, 4283, 4756]","[382, 817, 1261, 1657, 2054, 2407, 2780, 3198, 3629, 4143, 4591, nan]","[108, 544, 951, 1343, 1723, 2118, 2499, 2926, 3344, 3809, 4233, 4706]","[432.0, 867.0, 1311.0, 1707.0, 2104.0, 2457.0, 2830.0, 3248.0, 3679.0, 4193.0, 4641.0, nan]","[235, 671, 1080, 1470, 1851, 2241, 2647, 3055, 3491, 3937, 4385, 4833]"
144,"[229, 672, 1113, 1564, 2017, 2474, 2926, 3380, 3839, 4287, 4738]","[272, 711, 1155, 1607, 2061, 2511, 2970, 3423, 3875, 4331, 4781]","[292, 732, 1178, 1630, 2082, 2532, 2990, 3445, 3897, 4352, 4803]","[409, 852, 1297, 1749, 2204, 2649, 3107, 3562, 4014, 4471, 4924]","[203, 644, 1104, 1538, 1983, 2447, 2910, 3356, 3820, 4256, 4710]","[447, 885, 1322, 1782, 2230, 2680, 3139, 3594, 4048, 4503, 4984]","[153, 594, 1054, 1488, 1933, 2397, 2860, 3306, 3770, 4206, 4660]","[497, 935, 1372, 1832, 2280, 2730, 3189, 3644, 4098, 4553, 5034]","[284, 724, 1169, 1621, 2073, 2523, 2981, 3436, 3889, 4343, 4794]"
145,"[163, 691, 1206, 1734, 2254, 2772, 3280, 3784, 4290, 4777]","[209, 738, 1265, 1794, 2312, 2828, 3334, 3838, 4344, 4839]","[264, 790, 1318, 1847, 2365, 2880, 3389, 3885, 4398, 4910]","[343, 878, 1400, 1929, 2452, 2966, 3472, 3972, 4482, nan]","[126, 649, 1190, 1725, 2241, 2737, 3248, 3768, 4271, 4764]","[378, 912, 1434, 1968, 2486, 3001, 3505, 4012, 4516, nan]","[76, 599, 1140, 1675, 2191, 2687, 3198, 3718, 4221, 4714]","[428.0, 962.0, 1484.0, 2018.0, 2536.0, 3051.0, 3555.0, 4062.0, 4566.0, nan]","[227, 754, 1281, 1810, 2330, 2842, 3350, 3852, 4360, 4853]"
146,"[389, 712, 979, 1580, 1897, 2112, 2680, 3016, 3281, 3863, 4433, 4751]","[447, 773, 1036, 1639, 1936, 2171, 2730, 3080, 3339, 3909, 4489, 4815]","[472, 782, 1061, 1665, 1951, 2198, 2767, 3088, 3367, 3936, 4516, 4819]","[589, 882, 1186, 1770, 2112, 2314, 2880, 3105, 3493, 4044, 4619, 4858]","[363, 697, 928, 1538, 1835, 2093, 2647, 3010, 3273, 3851, 4409, 4693]","[643, 928, 1219, 1835, 2132, 2336, 2916, 3174, 3509, 4075, 4675, 4986]","[313, 647, 878, 1488, 1785, 2043, 2597, 2960, 3223, 3801, 4359, 4643]","[693, 978, 1269, 1885, 2182, 2386, 2966, 3224, 3559, 4125, 4725, 5036]","[461, 776, 1051, 1655, 1944, 2186, 2754, 3085, 3358, 3925, 4504, 4818]"
147,"[151, 530, 915, 1296, 1703, 2107, 2516, 2911, 3310, 3699, 4097, 4464, 4860]","[179, 582, 964, 1346, 1722, 2134, 2559, 2932, 3357, 3734, 4143, 4507, 4912]","[230, 614, 994, 1376, 1782, 2185, 2590, 2993, 3387, 3780, 4174, 4559, 4942]","[336, 721, 1109, 1485, 1890, 2295, 2699, 3104, 3497, 3888, 4284, 4676, 4947]","[123, 507, 906, 1265, 1678, 2066, 2505, 2887, 3286, 3690, 4089, 4447, 4850]","[373, 752, 1137, 1521, 1914, 2321, 2740, 3133, 3534, 3922, 4316, 4709, 4986]","[73, 457, 856, 1215, 1628, 2016, 2455, 2837, 3236, 3640, 4039, 4397, 4800]","[423, 802, 1187, 1571, 1964, 2371, 2790, 3183, 3584, 3972, 4366, 4759, 5036]","[215, 599, 981, 1363, 1769, 2172, 2577, 2979, 3374, 3767, 4161, 4546, 4928]"
148,"[298, 674, 1031, 1404, 1827, 2005, 2661, 3046, 3448, 3847, 4259, 4724]","[335, 712, 1071, 1444, 1863, 2097, 2698, 3082, 3483, 3896, 4300, 4763]","[360, 737, 1102, 1470, 1889, 2132, 2723, 3107, 3512, 3919, 4325, 4789]","[478, 853, 1219, 1586, 2005, 2244, 2847, 3220, 3628, 4035, 4441, 4909]","[290, 662, 1023, 1395, 1812, 1978, 2624, 3026, 3413, 3814, 4224, 4714]","[509, 879, 1245, 1619, 2037, 2271, 2877, 3249, 3656, 4065, 4471, 4932]","[240, 612, 973, 1345, 1762, 1928, 2574, 2976, 3363, 3764, 4174, 4664]","[559, 929, 1295, 1669, 2087, 2321, 2927, 3299, 3706, 4115, 4521, 4982]","[349, 725, 1090, 1459, 1877, 2115, 2712, 3095, 3500, 3907, 4313, 4778]"
149,"[182, 550, 916, 1289, 1662, 2042, 2442, 2837, 3255, 3662, 4082, 4503]","[242, 605, 981, 1355, 1726, 2107, 2498, 2902, 3316, 3736, 4150, 4579]","[263, 632, 1004, 1378, 1749, 2126, 2521, 2925, 3339, 3758, 4169, 4630]","[368, 738, 1113, 1486, 1860, 2239, 2628, 3034, 3453, 3869, 4281, 4711]","[146, 538, 907, 1279, 1640, 2011, 2407, 2798, 3203, 3651, 4061, 4493]","[410, 772, 1130, 1511, 1901, 2267, 2655, 3073, 3480, 3897, 4313, 4743]","[96, 488, 857, 1229, 1590, 1961, 2357, 2748, 3153, 3601, 4011, 4443]","[460, 822, 1180, 1561, 1951, 2317, 2705, 3123, 3530, 3947, 4363, 4793]","[252, 618, 992, 1366, 1739, 2118, 2510, 2912, 3331, 3745, 4159, 4591]"
150,"[404, 824, 1255, 1691, 2111, 2541, 2965, 3391, 3810, 4229, 4645]","[454, 881, 1308, 1750, 2180, 2598, 3019, 3441, 3860, 4281, 4698]","[488, 909, 1337, 1782, 2205, 2625, 3047, 3473, 3893, 4309, 4723]","[603, 1035, 1459, 1901, 2323, 2749, 3155, 3596, 4006, 4436, 4845]","[362, 777, 1249, 1645, 2070, 2531, 2897, 3350, 3791, 4206, 4613]","[651, 1072, 1484, 1935, 2371, 2817, 3201, 3627, 4054, 4461, 4867]","[312, 727, 1199, 1595, 2020, 2481, 2847, 3300, 3741, 4156, 4563]","[701, 1122, 1534, 1985, 2421, 2867, 3251, 3677, 4104, 4511, 4917]","[475, 898, 1323, 1765, 2191, 2611, 3032, 3458, 3880, 4295, 4710]"
151,"[303, 700, 1108, 1526, 1930, 2359, 2771, 3180, 3600, 4024, 4453, 4874]","[351, 742, 1123, 1560, 1977, 2397, 2805, 3217, 3647, 4066, 4478, 4912]","[377, 768, 1172, 1585, 2003, 2425, 2841, 3250, 3668, 4093, 4518, 4939]","[481, 878, 1277, 1692, 2109, 2535, 2950, 3352, 3776, 4203, 4631, nan]","[265, 692, 1101, 1476, 1904, 2274, 2762, 3171, 3577, 4013, 4440, 4843]","[513, 899, 1306, 1723, 2135, 2560, 2978, 3387, 3802, 4224, 4653, nan]","[215, 642, 1051, 1426, 1854, 2224, 2712, 3121, 3527, 3963, 4390, 4793]","[563.0, 949.0, 1356.0, 1773.0, 2185.0, 2610.0, 3028.0, 3437.0, 3852.0, 4274.0, 4703.0, nan]","[366, 758, 1162, 1576, 1992, 2415, 2830, 3240, 3658, 4083, 4508, 4929]"
152,"[222, 684, 1142, 1613, 1804, 2084, 2627, 2957, 3118, 3606, 4076, 4601]","[262, 730, 1178, 1657, 1929, 2156, 2657, 2964, 3168, 3641, 4129, 4651]","[296, 756, 1201, 1677, 1942, 2178, 2690, 2970, 3190, 3662, 4158, 4675]","[437, 877, 1321, 1804, 2084, 2292, 2812, 3118, 3315, 3795, 4276, 4821]","[212, 654, 1099, 1553, 1799, 2076, 2569, 2946, 3058, 3599, 4044, 4558]","[445, 894, 1362, 1832, 2125, 2298, 2855, 3146, 3365, 3804, 4285, 4829]","[162, 604, 1049, 1503, 1749, 2026, 2519, 2896, 3008, 3549, 3994, 4508]","[495, 944, 1412, 1882, 2175, 2348, 2905, 3196, 3415, 3854, 4335, 4879]","[288, 746, 1192, 1667, 1936, 2166, 2678, 2966, 3180, 3655, 4144, 4664]"
153,"[269, 792, 1292, 1799, 2285, 2775, 3265, 3781, 4274, 4794]","[329, 832, 1341, 1844, 2309, 2827, 3305, 3810, 4340, 4844]","[355, 859, 1375, 1872, 2362, 2870, 3371, 3851, 4369, 4876]","[460, 969, 1484, 1980, 2474, 2962, 3463, 3965, 4480, 4883]","[183, 699, 1276, 1787, 2230, 2714, 3256, 3742, 4222, 4701]","[496, 1001, 1515, 2013, 2499, 2994, 3493, 4001, 4511, 4982]","[133, 649, 1226, 1737, 2180, 2664, 3206, 3692, 4172, 4651]","[546, 1051, 1565, 2063, 2549, 3044, 3543, 4051, 4561, 5032]","[344, 846, 1360, 1859, 2346, 2843, 3337, 3840, 4356, 4864]"
154,"[348, 629, 925, 1213, 1526, 1834, 2145, 2456, 2765, 3064, 3362, 3663, 3960, 4249, 4549, 4848]","[386, 669, 960, 1257, 1562, 1869, 2180, 2492, 2801, 3104, 3403, 3703, 4000, 4294, 4590, 4888]","[408, 691, 981, 1279, 1584, 1890, 2205, 2514, 2823, 3125, 3424, 3724, 4021, 4316, 4612, 4909]","[502, 787, 1077, 1376, 1683, 1989, 2304, 2609, 2918, 3226, 3523, 3824, 4118, 4411, 4713, 4910]","[272, 539, 900, 1196, 1502, 1810, 2132, 2433, 2739, 3038, 3339, 3641, 3938, 4232, 4539, 4825]","[536, 822, 1113, 1421, 1712, 2026, 2337, 2652, 2960, 3270, 3564, 3850, 4150, 4442, 4752, 4984]","[222, 489, 850, 1146, 1452, 1760, 2082, 2383, 2689, 2988, 3289, 3591, 3888, 4182, 4489, 4775]","[586, 872, 1163, 1471, 1762, 2076, 2387, 2702, 3010, 3320, 3614, 3900, 4200, 4492, 4802, 5034]","[399, 682, 972, 1269, 1574, 1882, 2193, 2505, 2813, 3115, 3415, 3715, 4012, 4307, 4602, 4900]"
155,"[374, 953, 1526, 2090, 2661, 3226, 3805, 4469]","[426, 995, 1560, 2125, 2719, 3279, 3840, 4524]","[453, 1023, 1589, 2153, 2743, 3306, 3888, 4553]","[589, 1157, 1723, 2290, 2878, 3441, 4026, 4689]","[363, 926, 1480, 2075, 2593, 3202, 3794, 4445]","[618, 1196, 1762, 2328, 2914, 3477, 4065, 4721]","[313, 876, 1430, 2025, 2543, 3152, 3744, 4395]","[668, 1246, 1812, 2378, 2964, 3527, 4115, 4771]","[442, 1012, 1577, 2142, 2731, 3295, 3875, 4541]"
156,"[360, 771, 1189, 1617, 2043, 2456, 2876, 3288, 3699, 4124, 4529]","[419, 840, 1256, 1670, 2073, 2523, 2924, 3354, 3767, 4192, 4609]","[444, 863, 1279, 1693, 2119, 2547, 2967, 3378, 3790, 4215, 4631]","[559, 975, 1394, 1804, 2232, 2659, 3081, 3493, 3902, 4330, 4744]","[328, 724, 1180, 1595, 2019, 2438, 2854, 3266, 3691, 4115, 4520]","[583, 1005, 1414, 1832, 2260, 2686, 3104, 3514, 3936, 4354, 4767]","[278, 674, 1130, 1545, 1969, 2388, 2804, 3216, 3641, 4065, 4470]","[633, 1055, 1464, 1882, 2310, 2736, 3154, 3564, 3986, 4404, 4817]","[435, 853, 1268, 1683, 2110, 2537, 2956, 3368, 3781, 4205, 4622]"
157,"[339, 773, 1234, 1696, 2165, 2627, 3093, 3569, 4044, 4508, 4827]","[399, 839, 1292, 1755, 2220, 2685, 3151, 3626, 4101, 4567, 4936]","[427, 872, 1325, 1787, 2252, 2715, 3180, 3656, 4130, 4600, 4943]","[538, 974, 1431, 1891, 2361, 2823, 3297, 3764, 4230, 4712, nan]","[316, 745, 1214, 1671, 2142, 2608, 3074, 3552, 4033, 4499, 4815]","[592, 1032, 1476, 1924, 2397, 2883, 3349, 3816, 4282, 4794, nan]","[266, 695, 1164, 1621, 2092, 2558, 3024, 3502, 3983, 4449, 4765]","[642.0, 1082.0, 1526.0, 1974.0, 2447.0, 2933.0, 3399.0, 3866.0, 4332.0, 4844.0, nan]","[412, 853, 1307, 1767, 2234, 2698, 3164, 3640, 4115, 4581, 4941]"
158,"[190, 600, 1004, 1429, 1842, 2259, 2672, 3087, 3480, 3884, 4285, 4698]","[225, 654, 1059, 1496, 1878, 2313, 2727, 3128, 3536, 3936, 4342, 4767]","[283, 696, 1111, 1537, 1947, 2366, 2780, 3188, 3585, 3979, 4392, 4806]","[368, 788, 1206, 1623, 2039, 2461, 2869, 3274, 3680, 4070, 4480, 4893]","[150, 578, 993, 1419, 1832, 2231, 2663, 3071, 3464, 3865, 4275, 4664]","[421, 822, 1251, 1654, 2075, 2500, 2901, 3314, 3752, 4102, 4523, 4941]","[100, 528, 943, 1369, 1782, 2181, 2613, 3021, 3414, 3815, 4225, 4614]","[471, 872, 1301, 1704, 2125, 2550, 2951, 3364, 3802, 4152, 4573, 4991]","[265, 677, 1093, 1518, 1928, 2348, 2760, 3169, 3565, 3961, 4373, 4787]"
159,"[313, 817, 1270, 1700, 2124, 2603, 3043, 3467, 3908, 4312, 4704]","[415, 853, 1299, 1746, 2190, 2638, 3086, 3526, 3953, 4344, 4738]","[442, 881, 1329, 1759, 2216, 2665, 3114, 3555, 3977, 4374, 4768]","[559, 991, 1438, 1883, 2324, 2765, 3229, 3664, 4089, 4477, 4874]","[289, 803, 1258, 1691, 2114, 2582, 3030, 3425, 3900, 4292, 4635]","[577, 1069, 1477, 1918, 2360, 2822, 3278, 3699, 4121, 4514, 4900]","[239, 753, 1208, 1641, 2064, 2532, 2980, 3375, 3850, 4242, 4585]","[627, 1119, 1527, 1968, 2410, 2872, 3328, 3749, 4171, 4564, 4950]","[430, 865, 1312, 1756, 2199, 2649, 3099, 3541, 3964, 4358, 4749]"
160,"[156, 834, 1507, 2195, 2865, 3573, 4269]","[173, 871, 1551, 2249, 2899, 3629, 4316]","[269, 976, 1601, 2319, 2958, 3708, 4397]","[362, 1037, 1713, 2395, 3090, 3785, 4487]","[-19, 801, 1461, 2178, 2850, 3456, 4256]","[396, 1076, 1756, 2441, 3117, 3826, 4527]","[-69, 751, 1411, 2128, 2800, 3406, 4206]","[446, 1126, 1806, 2491, 3167, 3876, 4577]","[222, 899, 1574, 2267, 2945, 3642, 4352]"
161,"[141, 537, 950, 1364, 1782, 2199, 2601, 2998, 3389, 3770, 4136, 4510, 4877]","[180, 572, 992, 1413, 1824, 2243, 2638, 3039, 3425, 3804, 4180, 4550, 4916]","[218, 613, 1028, 1447, 1867, 2278, 2680, 3074, 3465, 3848, 4219, 4586, nan]","[318, 709, 1119, 1552, 1967, 2380, 2773, 3173, 3563, 3943, 4317, 4682, nan]","[100, 498, 906, 1329, 1749, 2164, 2562, 2952, 3342, 3735, 4100, 4500, 4834]","[343, 741, 1151, 1563, 1998, 2406, 2818, 3207, 3592, 3972, 4336, 4713, nan]","[50, 448, 856, 1279, 1699, 2114, 2512, 2902, 3292, 3685, 4050, 4450, 4784]","[393.0, 791.0, 1201.0, 1613.0, 2048.0, 2456.0, 2868.0, 3257.0, 3642.0, 4022.0, 4386.0, 4763.0, nan]","[199, 595, 1009, 1429, 1847, 2259, 2661, 3056, 3447, 3829, 4198, 4566, 4936]"
162,"[224, 702, 1187, 1624, 2037, 2559, 3045, 3513, 3940, 4407, 4851]","[267, 740, 1240, 1696, 2148, 2628, 3102, 3563, 4003, 4455, 4913]","[295, 776, 1264, 1713, 2173, 2657, 3127, 3595, 4034, 4482, 4941]","[408, 901, 1388, 1825, 2290, 2764, 3243, 3700, 4142, 4593, nan]","[181, 649, 1178, 1552, 2028, 2516, 2976, 3464, 3930, 4382, 4778]","[469, 919, 1425, 1870, 2315, 2796, 3312, 3732, 4195, 4650, nan]","[131, 599, 1128, 1502, 1978, 2466, 2926, 3414, 3880, 4332, 4728]","[519.0, 969.0, 1475.0, 1920.0, 2365.0, 2846.0, 3362.0, 3782.0, 4245.0, 4700.0, nan]","[287, 766, 1254, 1700, 2162, 2642, 3117, 3582, 4021, 4470, 4929]"
163,"[388, 796, 1201, 1593, 1974, 2352, 2717, 3097, 3496, 3894, 4301, 4695]","[461, 870, 1268, 1661, 2044, 2419, 2790, 3171, 3564, 3963, 4364, 4761]","[487, 894, 1289, 1685, 2068, 2443, 2813, 3194, 3586, 3986, 4389, 4790]","[602, 995, 1395, 1790, 2180, 2545, 2913, 3302, 3695, 4088, 4495, 4896]","[379, 773, 1178, 1580, 1939, 2322, 2709, 3076, 3486, 3864, 4267, 4669]","[628, 1038, 1430, 1815, 2194, 2572, 2952, 3340, 3738, 4127, 4542, 4933]","[329, 723, 1128, 1530, 1889, 2272, 2659, 3026, 3436, 3814, 4217, 4619]","[678, 1088, 1480, 1865, 2244, 2622, 3002, 3390, 3788, 4177, 4592, 4983]","[475, 882, 1281, 1673, 2057, 2431, 2802, 3184, 3577, 3975, 4381, 4779]"
164,"[98, 592, 1103, 1624, 2155, 2673, 3173, 3667, 4188, 4701]","[171, 663, 1145, 1677, 2207, 2749, 3232, 3697, 4255, 4781]","[195, 706, 1201, 1720, 2250, 2775, 3267, 3768, 4285, 4801]","[311, 824, 1307, 1838, 2369, 2900, 3382, 3880, 4402, 4932]","[84, 580, 1079, 1596, 2139, 2650, 3144, 3644, 4172, 4679]","[402, 853, 1362, 1873, 2450, 2952, 3442, 3890, 4441, 4983]","[34, 530, 1029, 1546, 2089, 2600, 3094, 3594, 4122, 4629]","[452, 903, 1412, 1923, 2500, 3002, 3492, 3940, 4491, 5033]","[185, 695, 1191, 1710, 2241, 2763, 3258, 3758, 4274, 4792]"
165,"[375, 864, 1354, 1855, 2345, 2846, 3381, 3906, 4404, 4777]","[445, 935, 1425, 1936, 2416, 2913, 3448, 3969, 4474, 4932]","[472, 960, 1453, 1957, 2441, 2939, 3478, 4005, 4505, 4940]","[593, 1094, 1577, 2085, 2562, 3069, 3601, 4120, 4627, 4941]","[361, 852, 1326, 1832, 2316, 2828, 3368, 3888, 4377, 4775]","[655, 1131, 1676, 2130, 2618, 3166, 3645, 4129, 4668, 4982]","[311, 802, 1276, 1782, 2266, 2778, 3318, 3838, 4327, 4725]","[705, 1181, 1726, 2180, 2668, 3216, 3695, 4179, 4718, 5032]","[463, 951, 1442, 1948, 2432, 2931, 3470, 3995, 4492, 4937]"
166,"[456, 952, 1445, 1961, 2487, 3003, 3520, 4011, 4473, 4776]","[492, 1005, 1470, 1987, 2532, 3067, 3583, 4033, 4513, 4889]","[538, 1034, 1525, 2036, 2565, 3094, 3607, 4086, 4551, 4923]","[651, 1141, 1634, 2144, 2676, 3199, 3719, 4195, 4659, 4939]","[401, 941, 1405, 1899, 2416, 2976, 3508, 3958, 4458, 4766]","[691, 1183, 1685, 2181, 2712, 3245, 3755, 4227, 4698, 4982]","[351, 891, 1355, 1849, 2366, 2926, 3458, 3908, 4408, 4716]","[741, 1233, 1735, 2231, 2762, 3295, 3805, 4277, 4748, 5032]","[527, 1020, 1513, 2022, 2550, 3080, 3596, 4073, 4538, 4914]"
167,"[107, 674, 1252, 1864, 2445, 3015, 3619, 4186, 4774]","[151, 735, 1314, 1907, 2494, 3074, 3669, 4244, 4827]","[208, 791, 1341, 1967, 2519, 3146, 3693, 4266, 4852]","[302, 890, 1474, 2062, 2651, 3229, 3825, 4398, 4857]","[-42, 621, 1158, 1786, 2406, 2946, 3584, 4161, 4653]","[342, 919, 1496, 2096, 2690, 3270, 3857, 4431, 4980]","[-92, 571, 1108, 1736, 2356, 2896, 3534, 4111, 4603]","[392, 969, 1546, 2146, 2740, 3320, 3907, 4481, 5030]","[163, 747, 1329, 1927, 2508, 3092, 3682, 4257, 4841]"
168,"[410, 851, 1302, 1770, 2284, 2750, 3219, 3692, 4182, 4648]","[424, 907, 1372, 1851, 2354, 2829, 3265, 3774, 4189, 4710]","[513, 950, 1403, 1880, 2378, 2857, 3324, 3807, 4277, 4748]","[620, 1060, 1518, 1990, 2494, 2964, 3432, 3915, 4395, 4865]","[401, 824, 1274, 1758, 2255, 2702, 3202, 3681, 4151, 4609]","[701, 1099, 1561, 2021, 2598, 3002, 3464, 3951, 4455, 4877]","[351, 774, 1224, 1708, 2205, 2652, 3152, 3631, 4101, 4559]","[751, 1149, 1611, 2071, 2648, 3052, 3514, 4001, 4505, 4927]","[496, 937, 1391, 1867, 2367, 2843, 3311, 3787, 4262, 4736]"
169,"[216, 733, 1225, 1740, 2223, 2735, 3245, 3756, 4274, 4821]","[292, 787, 1292, 1798, 2294, 2803, 3314, 3824, 4345, 4889]","[345, 835, 1335, 1831, 2328, 2837, 3349, 3872, 4390, nan]","[436, 934, 1437, 1942, 2439, 2953, 3460, 3971, 4492, nan]","[191, 685, 1188, 1698, 2193, 2722, 3219, 3720, 4247, 4791]","[505, 977, 1488, 1990, 2508, 2989, 3500, 4005, 4563, nan]","[141, 635, 1138, 1648, 2143, 2672, 3169, 3670, 4197, 4741]","[555.0, 1027.0, 1538.0, 2040.0, 2558.0, 3039.0, 3550.0, 4055.0, 4613.0, nan]","[307, 804, 1307, 1813, 2310, 2819, 3330, 3839, 4361, 4906]"
170,"[361, 705, 1068, 1423, 1780, 2121, 2468, 2835, 3172, 3523, 3876, 4221, 4584, 4903]","[396, 744, 1103, 1438, 1799, 2154, 2516, 2860, 3222, 3578, 3903, 4256, 4618, 4908]","[422, 770, 1129, 1487, 1844, 2196, 2543, 2894, 3248, 3602, 3953, 4297, 4643, 4933]","[530, 880, 1236, 1593, 1954, 2306, 2651, 3003, 3359, 3711, 4064, 4409, 4750, 4941]","[336, 691, 1052, 1369, 1742, 2104, 2447, 2774, 3154, 3486, 3849, 4210, 4534, 4779]","[558, 907, 1261, 1625, 1983, 2339, 2678, 3029, 3381, 3738, 4086, 4438, 4779, 4983]","[286, 641, 1002, 1319, 1692, 2054, 2397, 2724, 3104, 3436, 3799, 4160, 4484, 4729]","[608, 957, 1311, 1675, 2033, 2389, 2728, 3079, 3431, 3788, 4136, 4488, 4829, 5033]","[412, 760, 1118, 1476, 1834, 2186, 2532, 2884, 3238, 3590, 3939, 4287, 4633, 4929]"
